date_game,ranker,game_season,age,team_id,game_location,opp_id,net_score,win_loss,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1987-06-11,17,17,40.15,LAL,away,BOS,-15,L ,1,35:00,8,21,.381,0,1,.000,2,2,1.000,5,2,7,0,1,4,0,4,18,12.8,
1987-06-14,18,18,40.16,LAL,home,BOS,+13,W ,1,29:00,13,18,.722,0,0,,6,10,.600,2,4,6,1,0,4,0,5,32,27.1,
1988-04-29,1,1,41.4,LAL,home,SAS,+12,W ,1,21:00,8,13,.615,0,0,,3,5,.600,2,2,4,1,0,4,2,5,19,13.8,
1988-05-01,2,2,41.4,LAL,home,SAS,+18,W ,1,31:00,10,15,.667,0,0,,0,0,,2,3,5,3,0,1,1,2,20,16.8,
1988-05-03,3,3,41.5,LAL,away,SAS,+2,W ,1,27:00,4,12,.333,0,0,,4,4,1.000,1,4,5,1,0,1,1,3,12,6.3,
1988-05-08,4,4,41.6,LAL,home,UTA,+19,W ,1,28:00,7,14,.500,0,1,.000,2,2,1.000,4,6,10,4,1,2,2,3,16,15.6,
1988-05-10,5,5,41.7,LAL,home,UTA,-4,L ,1,29:00,3,13,.231,0,0,,4,4,1.000,2,4,6,0,2,1,1,1,10,6.0,
1988-05-13,6,6,41.7,LAL,away,UTA,-7,L ,1,24:00,3,14,.214,0,0,,0,0,,0,5,5,0,1,2,2,5,6,-2.7,
1988-05-15,7,7,41.8,LAL,away,UTA,+13,W ,1,35:00,9,16,.563,0,0,,2,4,.500,5,6,11,1,0,3,0,5,20,17.7,
1988-05-17,8,8,41.8,LAL,home,UTA,+2,W ,1,38:00,5,13,.385,0,0,,4,5,.800,3,2,5,4,0,2,5,6,14,6.0,
1988-05-19,9,9,41.9,LAL,away,UTA,-28,L ,1,21:00,4,10,.400,0,0,,2,2,1.000,2,3,5,0,0,1,4,2,10,2.8,
1988-05-21,10,10,41.1,LAL,home,UTA,+11,W ,1,36:00,4,10,.400,0,1,.000,3,3,1.000,3,3,6,3,1,4,2,4,11,10.9,
1988-05-23,11,11,41.1,LAL,home,DAL,+15,W ,1,33:00,7,10,.700,0,0,,3,4,.750,3,2,5,0,0,2,2,2,17,13.7,
1988-05-25,12,12,41.11,LAL,home,DAL,+22,W ,1,24:00,8,15,.533,0,0,,3,3,1.000,3,4,7,2,1,0,2,2,19,14.6,
1988-05-27,13,13,41.11,LAL,away,DAL,-12,L ,1,31:00,4,12,.333,0,0,,2,2,1.000,3,1,4,1,1,1,3,5,10,3.0,
1988-05-29,14,14,41.12,LAL,away,DAL,-14,L ,1,31:00,7,13,.538,0,0,,2,2,1.000,3,1,4,3,0,0,2,1,16,11.8,
1988-05-31,15,15,41.12,LAL,home,DAL,+17,W ,1,35:00,10,16,.625,0,0,,1,2,.500,2,3,5,1,1,2,1,5,21,15.8,
1988-06-02,16,16,41.13,LAL,away,DAL,-2,L ,1,32:00,4,7,.571,0,0,,0,0,,2,6,8,1,1,1,2,4,8,6.7,
1988-06-04,17,17,41.13,LAL,home,DAL,+15,W ,1,35:00,8,14,.571,0,0,,1,1,1.000,1,6,7,4,2,2,0,4,17,17.5,
1988-06-07,18,18,41.14,LAL,home,DET,-12,L ,1,28:00,4,13,.308,0,0,,0,0,,0,2,2,1,1,0,1,1,8,1.4,
1988-06-09,19,19,41.15,LAL,home,DET,+12,W ,1,32:00,6,15,.400,0,0,,3,4,.750,0,1,1,1,2,1,0,4,15,8.6,
1988-06-12,20,20,41.16,LAL,away,DET,+13,W ,1,28:00,4,7,.571,0,0,,4,8,.500,0,7,7,1,0,3,1,2,12,10.2,
1988-06-14,21,21,41.16,LAL,away,DET,-25,L ,1,24:00,5,10,.500,0,0,,3,4,.750,2,2,4,1,0,0,2,2,13,7.5,
1988-06-16,22,22,41.17,LAL,away,DET,-10,L ,1,34:00,12,21,.571,0,0,,2,4,.500,3,3,6,0,0,1,4,3,26,13.8,
1988-06-19,23,23,41.18,LAL,home,DET,+1,W ,1,32:00,3,14,.214,0,0,,8,8,1.000,2,4,6,1,1,2,3,5,14,6.1,
1988-06-21,24,24,41.18,LAL,home,DET,+3,W ,1,29:00,2,7,.286,0,0,,0,0,,1,2,3,2,0,1,3,5,4,-1.7,
1972-03-28,1,1,24.95,MIL,home,GSW,-11,L ,1,47:00,13,29,.448,,,,2,4,.500,,,15,5,,,,2,28,,
1972-03-30,2,2,24.96,MIL,home,GSW,+25,W ,1,46:00,12,27,.444,,,,1,2,.500,,,22,8,,,,0,25,,
1972-04-01,3,3,24.96,MIL,away,GSW,+28,W ,1,,10,26,.385,,,,3,5,.600,,,16,,,,,,23,,
1972-04-04,4,4,24.97,MIL,away,GSW,+7,W ,1,48:00,6,17,.353,,,,3,4,.750,,,20,6,,,,2,15,,
1972-04-06,5,5,24.98,MIL,home,GSW,+8,W ,1,,8,22,.364,,,,7,10,.700,,,22,,,,,,23,,
1972-04-09,6,6,24.98,MIL,away,LAL,+21,W ,1,47:00,14,26,.538,,,,5,7,.714,,,18,2,,,,5,33,,
1972-04-12,7,7,24.99,MIL,away,LAL,-1,L ,1,48:00,18,31,.581,,,,4,4,1.000,,,7,7,,,,4,40,,
1972-04-14,8,8,24.1,MIL,home,LAL,-3,L ,1,48:00,15,37,.405,,,,3,6,.500,,,21,6,,,,4,33,,
1972-04-16,9,9,25.0,MIL,home,LAL,+26,W ,1,41:00,14,33,.424,,,,3,5,.600,,,18,3,,,,5,31,,
1972-04-18,10,10,25.1,MIL,away,LAL,-25,L ,,43:00,13,33,.394,,,,2,2,1.000,,,16,3,,,,3,28,,
1972-04-22,11,11,25.2,MIL,home,LAL,-4,L ,1,48:00,16,37,.432,,,,5,5,1.000,,,25,8,,,,5,37,,
1980-04-08,1,1,32.98,LAL,home,PHO,+9,W ,1,35:00,10,14,.714,0,0,,10,11,.909,3,9,12,2,2,5,5,2,30,29.7,
1980-04-09,2,2,32.98,LAL,home,PHO,+3,W ,1,46:00,12,20,.600,0,0,,8,12,.667,3,4,7,4,1,1,4,2,32,24.2,
1980-04-11,3,3,32.99,LAL,away,PHO,+3,W ,1,43:00,13,19,.684,0,0,,11,12,.917,3,6,9,2,3,3,5,4,37,32.3,
1980-04-13,4,4,32.99,LAL,away,PHO,-26,L ,1,41:00,11,23,.478,0,0,,3,3,1.000,3,8,11,0,0,4,3,2,25,16.8,
1980-04-15,5,5,32.1,LAL,home,PHO,+25,W ,1,37:00,12,22,.545,0,0,,11,12,.917,,,16,3,0,1,3,3,35,,
1980-04-22,6,6,33.2,LAL,home,SEA,-1,L ,,43:00,12,16,.750,0,0,,2,4,.500,1,7,8,7,,,1,4,26,,
1980-04-23,7,7,33.2,LAL,home,SEA,+9,W ,,44:00,14,28,.500,0,0,,3,5,.600,8,8,16,2,,,2,3,31,,
1980-04-25,8,8,33.2,LAL,away,SEA,+4,W ,,40:00,15,21,.714,0,0,,3,6,.500,2,11,13,0,,,1,5,33,,
1980-04-27,9,9,33.3,LAL,away,SEA,+5,W ,,43:00,11,24,.458,0,0,,3,3,1.000,3,7,10,4,,,7,4,25,,
1980-04-30,10,10,33.4,LAL,home,SEA,+6,W ,,43:00,15,26,.577,0,0,,8,11,.727,4,7,11,6,,,3,2,38,,
1980-05-04,11,11,33.5,LAL,home,PHI,+7,W ,1,41:00,14,21,.667,0,0,,5,5,1.000,1,13,14,5,0,6,3,4,33,31.6,
1980-05-07,12,12,33.6,LAL,home,PHI,-3,L ,1,41:00,19,31,.613,0,0,,0,2,.000,4,10,14,3,2,5,4,4,38,30.9,
1980-05-10,13,13,33.7,LAL,away,PHI,+10,W ,1,41:00,13,30,.433,0,0,,7,9,.778,5,9,14,3,0,4,3,4,33,22.9,
1980-05-11,14,14,33.7,LAL,away,PHI,-3,L ,1,39:00,11,27,.407,0,0,,1,1,1.000,2,9,11,4,1,4,6,4,23,11.6,
1980-05-14,15,15,33.8,LAL,home,PHI,+5,W ,1,41:00,16,24,.667,0,0,,8,9,.889,4,11,15,1,0,4,5,4,40,32.2,
1986-04-17,1,1,39.0,LAL,home,SAS,+47,W ,1,22:00,7,10,.700,0,0,,2,3,.667,0,0,0,2,0,0,3,4,16,8.2,
1986-04-19,2,2,39.1,LAL,home,SAS,+28,W ,1,21:00,5,9,.556,0,0,,0,0,,4,6,10,2,1,1,2,4,10,9.8,
1986-04-23,3,3,39.2,LAL,away,SAS,+20,W ,1,29:00,11,19,.579,0,0,,3,4,.750,0,3,3,3,0,2,1,3,25,17.9,
1986-04-27,4,4,39.3,LAL,home,DAL,+14,W ,1,40:00,12,20,.600,0,0,,4,5,.800,2,4,6,2,3,1,3,5,28,21.1,
1986-04-30,5,5,39.4,LAL,home,DAL,+4,W ,1,33:00,11,20,.550,0,0,,4,4,1.000,2,2,4,5,1,2,3,5,26,19.3,
1986-05-02,6,6,39.4,LAL,away,DAL,-2,L ,1,37:00,13,22,.591,0,0,,2,2,1.000,1,11,12,3,0,1,2,4,28,21.0,
1986-05-04,7,7,39.5,LAL,away,DAL,-2,L ,1,30:00,14,21,.667,0,0,,5,5,1.000,0,1,1,2,3,2,1,2,33,28.2,
1986-05-06,8,8,39.5,LAL,home,DAL,+3,W ,1,42:00,14,21,.667,0,0,,6,8,.750,4,4,8,9,1,1,5,4,34,29.5,
1986-05-08,9,9,39.6,LAL,away,DAL,+13,W ,1,38:00,13,25,.520,0,0,,1,1,1.000,1,4,5,4,2,2,3,4,27,18.2,
1986-05-10,10,10,39.7,LAL,home,HOU,+12,W ,1,35:00,13,23,.565,0,0,,5,6,.833,2,4,6,3,1,3,2,3,31,24.3,
1986-05-13,11,11,39.7,LAL,home,HOU,-10,L ,1,38:00,9,26,.346,0,0,,3,6,.500,2,2,4,2,2,1,4,2,21,6.5,
1986-05-16,12,12,39.8,LAL,away,HOU,-8,L ,1,42:00,14,26,.538,0,0,,5,8,.625,1,3,4,6,0,5,3,5,33,23.5,
1986-05-18,13,13,39.9,LAL,away,HOU,-10,L ,1,36:00,10,21,.476,0,0,,4,4,1.000,1,6,7,3,0,2,3,5,24,14.3,
1986-05-21,14,14,39.1,LAL,home,HOU,-2,L ,1,37:00,11,19,.579,0,0,,4,5,.800,6,7,13,3,1,1,7,4,26,18.2,
1970-03-25,1,1,22.94,MIL,home,PHI,+7,W ,,39:00,13,25,.520,,,,10,13,.769,,,20,4,,,,6,36,,
1970-03-27,2,2,22.95,MIL,home,PHI,-7,L ,,47:00,13,22,.591,,,,7,8,.875,,,10,5,,,,3,33,,
1970-03-30,3,3,22.95,MIL,away,PHI,+36,W ,,33:00,13,16,.813,,,,7,8,.875,,,17,3,,,,1,33,,
1970-04-01,4,4,22.96,MIL,away,PHI,+7,W ,,47:00,13,21,.619,,,,7,9,.778,,,7,3,,,,2,33,,
1970-04-03,5,5,22.96,MIL,home,PHI,+9,W ,,47:00,18,36,.500,,,,10,15,.667,,,25,2,,,,3,46,,
1970-04-11,6,6,22.99,MIL,away,NYK,-8,L ,1,47:00,14,24,.583,,,,7,11,.636,,,15,5,,,,3,35,,
1970-04-13,7,7,22.99,MIL,away,NYK,-1,L ,1,48:00,16,25,.640,,,,6,12,.500,,,23,11,,,,2,38,,
1970-04-17,8,8,23.0,MIL,home,NYK,+5,W ,1,47:00,14,28,.500,,,,5,7,.714,,,31,5,,,,3,33,,
1970-04-19,9,9,23.1,MIL,home,NYK,-12,L ,1,48:00,14,26,.538,,,,10,13,.769,,,9,1,,,,1,38,,
1970-04-20,10,10,23.1,MIL,away,NYK,-36,L ,1,32:00,11,22,.500,,,,5,5,1.000,,,11,2,,,,1,27,,
1979-04-10,1,1,31.98,LAL,away,DEN,-5,L ,1,42:00,7,14,.500,,,,9,11,.818,3,9,12,4,2,7,2,3,23,26.5,
1979-04-13,2,2,31.99,LAL,home,DEN,+12,W ,1,35:00,12,19,.632,,,,8,8,1.000,4,8,12,3,2,2,3,5,32,29.2,
1979-04-15,3,3,31.1,LAL,away,DEN,+1,W ,1,48:00,13,19,.684,,,,3,5,.600,1,15,16,8,0,6,5,2,29,29.3,
1979-04-17,4,4,32.0,LAL,away,SEA,-11,L ,1,42:00,8,21,.381,,,,9,10,.900,2,9,11,2,,,,2,25,,
1979-04-18,5,5,32.1,LAL,away,SEA,-5,L ,1,52:00,13,19,.684,,,,5,5,1.000,1,14,15,2,,7,,3,31,,
1979-04-20,6,6,32.1,LAL,home,SEA,+6,W ,1,53:00,11,20,.550,,,,10,12,.833,0,8,8,5,,,,4,32,,
1979-04-22,7,7,32.2,LAL,home,SEA,-2,L ,1,48:00,13,21,.619,,,,5,6,.833,3,10,13,6,,,,3,31,,
1979-04-25,8,8,32.2,LAL,away,SEA,-6,L ,1,47:00,11,19,.579,,,,3,5,.600,4,10,14,8,,,,4,25,,
1984-04-18,1,1,37.1,LAL,home,KCK,+11,W ,1,31:00,9,14,.643,0,0,,1,1,1.000,2,5,7,4,0,4,1,2,19,19.5,
1984-04-20,2,2,37.1,LAL,home,KCK,+7,W ,1,39:00,9,17,.529,0,0,,8,11,.727,2,9,11,4,0,6,0,2,26,26.8,
1984-04-22,3,3,37.2,LAL,away,KCK,+6,W ,1,39:00,11,22,.500,0,0,,1,2,.500,1,5,6,2,1,4,1,3,23,16.8,
1984-04-28,4,4,37.3,LAL,home,DAL,+43,W ,1,26:00,8,15,.533,0,0,,2,3,.667,2,5,7,4,2,0,1,2,18,16.2,
1984-05-01,5,5,37.4,LAL,home,DAL,+16,W ,1,31:00,11,15,.733,0,0,,0,0,,3,7,10,2,0,3,1,4,22,21.0,
1984-05-04,6,6,37.5,LAL,away,DAL,-10,L ,1,39:00,9,17,.529,0,0,,4,6,.667,1,6,7,2,0,0,1,1,22,15.4,
1984-05-06,7,7,37.5,LAL,away,DAL,+7,W ,1,45:00,14,19,.737,0,0,,5,6,.833,2,9,11,2,1,4,2,5,33,30.2,
1984-05-08,8,8,37.6,LAL,home,DAL,+16,W ,1,25:00,4,8,.500,0,0,,2,3,.667,1,5,6,6,1,6,3,4,10,12.6,
1984-05-12,9,9,37.7,LAL,home,PHO,+16,W ,1,38:00,7,10,.700,0,0,,5,5,1.000,2,8,10,1,0,0,3,1,19,15.9,
1984-05-15,10,10,37.8,LAL,home,PHO,+16,W ,1,33:00,8,12,.667,0,0,,5,5,1.000,3,7,10,3,0,1,1,2,21,21.0,
1984-05-18,11,11,37.9,LAL,away,PHO,-8,L ,1,39:00,11,16,.688,0,0,,9,10,.900,3,5,8,6,1,1,1,5,31,30.3,
1984-05-20,12,12,37.9,LAL,away,PHO,+11,W ,1,35:00,13,17,.765,0,0,,5,5,1.000,6,1,7,4,2,0,3,6,31,28.2,
1984-05-23,13,13,37.1,LAL,home,PHO,-5,L ,1,39:00,11,19,.579,0,0,,6,9,.667,3,4,7,6,0,0,2,3,28,22.2,
1984-05-25,14,14,37.11,LAL,away,PHO,+2,W ,1,36:00,6,14,.429,0,0,,1,1,1.000,2,7,9,2,3,1,4,4,13,8.6,
1984-05-27,15,15,37.11,LAL,away,BOS,+6,W ,1,35:00,12,17,.706,0,0,,8,9,.889,2,6,8,5,2,2,5,4,32,28.0,
1984-05-31,16,16,37.12,LAL,away,BOS,-3,L ,1,45:00,9,22,.409,0,0,,2,4,.500,5,4,9,7,2,3,3,4,20,16.5,
1984-06-03,17,17,37.13,LAL,home,BOS,+33,W ,1,35:00,9,19,.474,0,0,,6,9,.667,4,5,9,3,3,4,4,3,24,20.1,
1984-06-06,18,18,37.14,LAL,home,BOS,-4,L ,1,37:00,12,25,.480,0,0,,8,11,.727,2,6,8,6,4,2,3,6,32,25.5,
1984-06-08,19,19,37.15,LAL,away,BOS,-18,L ,1,35:00,7,25,.280,0,0,,5,6,.833,3,4,7,1,1,1,2,2,19,6.8,
1984-06-10,20,20,37.15,LAL,home,BOS,+11,W ,1,42:00,14,26,.538,0,0,,2,6,.333,5,5,10,5,0,1,2,5,30,21.0,
1984-06-12,21,21,37.16,LAL,away,BOS,-9,L ,1,43:00,12,22,.545,0,0,,5,8,.625,2,4,6,4,0,2,2,3,29,20.8,
1971-03-27,1,1,23.95,MIL,away,SFW,+11,W ,1,38:00,10,22,.455,,,,5,5,1.000,,,10,0,,,,5,25,,
1971-03-29,2,2,23.95,MIL,home,SFW,+14,W ,1,33:00,11,24,.458,,,,4,8,.500,,,18,0,,,,5,26,,
1971-03-30,3,3,23.95,MIL,home,SFW,+12,W ,1,44:00,13,25,.520,,,,7,11,.636,,,12,0,,,,3,33,,
1971-04-01,4,4,23.96,MIL,away,SFW,-2,L ,1,46:00,11,25,.440,,,,10,15,.667,,,21,2,,,,4,32,,
1971-04-04,5,5,23.97,MIL,home,SFW,+50,W ,1,35:00,9,15,.600,,,,5,8,.625,,,17,1,,,,2,23,,
1971-04-09,6,6,23.98,MIL,home,LAL,+21,W ,1,46:00,14,30,.467,,,,4,7,.571,,,22,1,,,,2,32,,
1971-04-11,7,7,23.99,MIL,home,LAL,+18,W ,1,43:00,9,19,.474,,,,4,8,.500,,,10,4,,,,0,22,,
1971-04-14,8,8,23.99,MIL,away,LAL,-11,L ,1,41:00,8,16,.500,,,,4,5,.800,,,19,6,,,,4,20,,
1971-04-16,9,9,24.0,MIL,away,LAL,+23,W ,,40:00,14,20,.700,,,,3,5,.600,,,20,5,,,,4,31,,
1971-04-18,10,10,24.1,MIL,home,LAL,+18,W ,,43:00,7,23,.304,,,,6,8,.750,,,15,5,,,,4,20,,
1971-04-21,11,11,24.1,MIL,home,BAL,+10,W ,1,33:00,13,16,.813,,,,5,5,1.000,,,17,0,,,,5,31,,
1971-04-25,12,12,24.2,MIL,away,BAL,+19,W ,1,45:00,13,22,.591,,,,1,1,1.000,,,24,2,,,,2,27,,
1971-04-28,13,13,24.3,MIL,home,BAL,+8,W ,1,46:00,10,22,.455,,,,3,4,.750,,,21,2,,,,3,23,,
1971-04-30,14,14,24.4,MIL,away,BAL,+12,W ,1,44:00,10,16,.625,,,,7,11,.636,,,12,7,,,,2,27,,
1985-04-18,1,1,38.1,LAL,home,PHO,+28,W ,1,21:00,7,10,.700,0,0,,1,2,.500,0,4,4,1,2,1,0,1,15,14.6,
1985-04-20,2,2,38.1,LAL,home,PHO,+17,W ,1,21:00,10,12,.833,0,0,,4,5,.800,4,1,5,0,0,2,2,4,24,20.1,
1985-04-23,3,3,38.2,LAL,away,PHO,+16,W ,1,30:00,6,11,.545,0,0,,6,6,1.000,2,3,5,3,0,1,1,4,18,15.2,
1985-04-27,4,4,38.3,LAL,home,POR,+24,W ,1,27:00,7,12,.583,0,0,,2,6,.333,2,9,11,6,1,1,1,2,16,17.0,
1985-04-30,5,5,38.4,LAL,home,POR,+16,W ,1,34:00,5,11,.455,0,0,,7,11,.636,2,5,7,6,3,1,3,1,17,17.1,
1985-05-03,6,6,38.5,LAL,away,POR,+4,W ,1,30:00,8,17,.471,0,0,,10,12,.833,4,5,9,2,1,3,4,4,26,19.7,
1985-05-05,7,7,38.5,LAL,away,POR,-8,L ,1,38:00,6,16,.375,0,0,,9,12,.750,9,8,17,1,6,4,5,4,21,22.6,
1985-05-07,8,8,38.6,LAL,home,POR,+19,W ,1,36:00,10,16,.625,0,0,,5,5,1.000,0,4,4,3,1,5,2,5,25,21.6,
1985-05-11,9,9,38.7,LAL,home,DEN,+17,W ,1,26:00,8,13,.615,0,0,,0,0,,3,4,7,2,0,1,2,2,16,12.7,
1985-05-14,10,10,38.8,LAL,home,DEN,-22,L ,1,33:00,4,16,.250,0,0,,5,7,.714,1,7,8,4,1,1,6,4,13,2.3,
1985-05-17,11,11,38.8,LAL,away,DEN,+18,W ,1,35:00,11,19,.579,0,0,,5,5,1.000,0,5,5,4,1,1,4,4,27,18.5,
1985-05-19,12,12,38.9,LAL,away,DEN,+4,W ,1,42:00,13,26,.500,0,0,,3,3,1.000,4,8,12,8,0,4,3,3,29,25.4,
1985-05-22,13,13,38.1,LAL,home,DEN,+44,W ,1,24:00,6,10,.600,0,0,,3,3,1.000,2,4,6,5,1,2,2,2,15,16.1,
1985-05-27,14,14,38.11,LAL,away,BOS,-34,L ,1,22:00,6,11,.545,0,0,,0,0,,1,2,3,1,0,1,2,3,12,6.2,
1985-05-30,15,15,38.12,LAL,away,BOS,+7,W ,1,42:00,15,26,.577,0,0,,0,0,,4,13,17,8,1,3,3,4,30,28.6,
1985-06-02,16,16,38.13,LAL,home,BOS,+25,W ,1,35:00,10,13,.769,0,0,,6,8,.750,4,10,14,7,2,2,3,5,26,29.2,
1985-06-05,17,17,38.14,LAL,home,BOS,-2,L ,1,37:00,7,12,.583,0,0,,7,9,.778,2,4,6,4,1,0,3,5,21,16.0,
1985-06-07,18,18,38.14,LAL,home,BOS,+9,W ,1,42:00,16,28,.571,0,0,,4,5,.800,2,5,7,7,1,3,4,4,36,27.7,
1985-06-09,19,19,38.15,LAL,away,BOS,+11,W ,1,35:00,13,21,.619,0,0,,3,4,.750,4,3,7,4,1,0,2,6,29,22.2,
