date_game,ranker,game_season,age,team_id,game_location,opp_id,net_score,win_loss,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1971-03-18,81,81,23.92,MIL,away,SEA,-1,L ,1,44:00,15,23,.652,,,,9,10,.900,,,13,6,,,,3,39,,
1971-03-19,82,82,23.92,MIL,away,SDR,-12,L ,1,24:00,10,19,.526,,,,2,7,.286,,,10,3,,,,1,22,,
1984-10-27,1,1,37.53,LAL,away,SAS,-1,L ,1,31:00,6,14,.429,0,0,,3,4,.750,0,7,7,1,1,3,1,3,15,10.9,
1984-10-28,2,2,37.53,LAL,away,DAL,-11,L ,1,37:00,9,14,.643,0,0,,2,6,.333,2,7,9,6,3,2,4,4,20,18.7,
1984-10-30,3,3,37.54,LAL,home,GSW,+34,W ,1,28:00,6,10,.600,0,0,,5,6,.833,2,7,9,4,0,2,2,0,17,17.7,
1984-11-01,4,4,37.55,LAL,away,SEA,-2,L ,1,38:00,8,15,.533,0,0,,8,10,.800,1,8,9,4,1,1,4,3,24,18.3,
1984-11-02,5,5,37.55,LAL,home,SAS,+19,W ,1,31:00,8,10,.800,0,0,,0,0,,1,7,8,4,0,3,1,3,16,17.7,
1984-11-04,6,6,37.55,LAL,home,POR,+8,W ,1,36:00,11,13,.846,0,0,,3,5,.600,2,6,8,5,1,1,2,4,25,24.3,
1984-11-06,7,7,37.56,LAL,home,DEN,-16,L ,1,31:00,6,10,.600,0,0,,4,4,1.000,1,3,4,3,0,3,1,1,16,15.8,
1984-11-08,8,8,37.56,LAL,away,GSW,-16,L ,1,36:00,9,17,.529,0,0,,2,4,.500,1,5,6,1,0,3,5,2,20,10.1,
1984-11-09,9,9,37.56,LAL,away,POR,+4,W ,1,31:00,9,16,.563,0,0,,6,6,1.000,3,4,7,2,0,2,1,5,24,19.5,
1984-11-11,10,10,37.56,LAL,home,NJN,+10,W ,1,24:00,6,10,.600,0,0,,2,2,1.000,0,2,2,6,2,1,3,5,14,11.9,
1984-11-16,11,11,37.59,LAL,home,KCK,+12,W ,1,30:00,13,15,.867,0,0,,4,4,1.000,3,6,9,3,1,2,4,1,30,28.7,
1984-11-18,12,12,37.59,LAL,home,MIL,+7,W ,1,38:00,8,12,.667,0,0,,4,6,.667,1,6,7,0,2,1,2,3,20,16.0,
1984-11-20,13,13,37.6,LAL,home,PHO,+22,W ,1,21:00,5,8,.625,0,0,,0,0,,2,4,6,1,1,1,1,4,10,8.8,
1984-11-21,14,14,37.6,LAL,away,PHO,+5,W ,1,33:00,6,21,.286,0,0,,3,3,1.000,4,5,9,4,1,1,3,3,15,7.3,
1984-11-24,15,15,37.61,LAL,away,LAC,+5,W ,1,37:00,5,11,.455,0,0,,2,2,1.000,2,9,11,2,0,7,4,4,12,11.1,
1984-11-25,16,16,37.61,LAL,home,SEA,-11,L ,1,38:00,8,16,.500,0,0,,7,8,.875,5,9,14,3,0,2,5,2,23,18.5,
1984-11-28,17,17,37.62,LAL,away,UTA,+5,W ,1,37:00,9,16,.563,0,0,,6,6,1.000,5,3,8,3,1,3,3,4,24,21.4,
1984-11-30,18,18,37.62,LAL,home,KCK,+9,W ,1,26:00,7,12,.583,0,0,,4,4,1.000,2,4,6,2,0,2,1,2,18,16.0,
1984-12-02,19,19,37.63,LAL,home,CHI,-1,L ,1,37:00,12,19,.632,0,0,,8,9,.889,2,2,4,6,0,8,3,2,32,31.1,
1984-12-04,20,20,37.64,LAL,away,CLE,+4,W ,1,38:00,13,23,.565,0,0,,5,5,1.000,5,8,13,0,0,5,2,3,31,26.3,
1984-12-05,21,21,37.64,LAL,away,NJN,+11,W ,1,34:00,9,16,.563,0,0,,2,4,.500,0,6,6,5,2,4,3,3,20,17.5,
1984-12-07,22,22,37.64,LAL,away,PHI,-6,L ,1,39:00,12,23,.522,0,0,,0,2,.000,3,5,8,0,1,4,2,3,24,16.1,
1984-12-08,23,23,37.65,LAL,away,WSB,-3,L ,1,37:00,7,14,.500,0,0,,3,4,.750,4,5,9,3,0,0,4,3,17,10.8,
1984-12-12,24,24,37.66,LAL,home,GSW,+24,W ,1,21:00,7,8,.875,0,0,,1,3,.333,1,8,9,1,0,0,2,3,15,12.0,
1984-12-13,25,25,37.66,LAL,away,SEA,-2,L ,1,41:00,14,22,.636,0,0,,6,9,.667,7,4,11,3,0,3,4,3,34,28.1,
1984-12-16,26,26,37.67,LAL,home,WSB,+8,W ,1,36:00,8,13,.615,0,0,,1,1,1.000,2,7,9,4,0,0,1,1,17,16.0,
1984-12-18,27,27,37.67,LAL,away,ATL,+1,W ,1,27:00,9,18,.500,0,0,,2,2,1.000,4,4,8,1,0,1,3,5,20,11.4,
1984-12-19,28,28,37.68,LAL,away,HOU,+7,W ,1,38:00,14,22,.636,0,0,,4,5,.800,3,4,7,5,2,1,2,4,32,27.7,
1984-12-21,29,29,37.68,LAL,home,PHO,+14,W ,1,40:00,10,18,.556,0,0,,0,0,,2,9,11,5,1,2,2,1,20,19.0,
1984-12-26,30,30,37.7,LAL,home,SEA,+4,W ,1,35:00,10,19,.526,0,0,,4,5,.800,5,4,9,4,3,0,3,6,24,19.4,
1984-12-28,31,31,37.7,LAL,away,DEN,+12,W ,1,32:00,15,22,.682,0,0,,3,3,1.000,3,4,7,4,1,2,3,4,33,27.5,
1984-12-29,32,32,37.7,LAL,home,LAC,+6,W ,1,34:00,8,16,.500,0,1,.000,4,4,1.000,1,5,6,4,0,2,3,5,20,13.4,
1985-01-04,33,33,37.72,LAL,home,POR,+25,W ,1,28:00,12,18,.667,0,0,,4,6,.667,4,7,11,4,0,2,3,1,28,25.1,
1985-01-06,34,34,37.73,LAL,home,SAS,+1,W ,1,40:00,11,20,.550,0,0,,6,9,.667,0,11,11,4,2,1,4,2,28,21.2,
1985-01-08,35,35,37.73,LAL,home,DEN,-2,L ,1,37:00,15,22,.682,0,0,,5,7,.714,6,6,12,6,0,6,2,3,35,36.0,
1985-01-10,36,36,37.74,LAL,home,UTA,+8,W ,1,18:00,4,8,.500,0,0,,2,2,1.000,1,1,2,0,0,0,1,5,10,4.0,
1985-01-11,37,37,37.74,LAL,away,DAL,+19,W ,1,33:00,13,17,.765,0,0,,4,5,.800,2,9,11,4,1,0,3,4,30,26.2,
1985-01-13,38,38,37.75,LAL,away,DET,-23,L ,1,33:00,6,12,.500,0,0,,2,2,1.000,1,12,13,3,0,3,4,2,14,11.7,
1985-01-15,39,39,37.75,LAL,away,MIL,-10,L ,1,41:00,7,15,.467,0,0,,4,5,.800,1,7,8,6,0,1,0,3,18,16.4,
1985-01-16,40,40,37.75,LAL,away,BOS,-2,L ,1,41:00,12,19,.632,0,0,,9,11,.818,2,5,7,4,0,0,3,3,33,25.2,
1985-01-18,41,41,37.76,LAL,home,DAL,+18,W ,1,28:00,8,11,.727,0,0,,1,1,1.000,0,2,2,3,0,0,3,1,17,11.8,
1985-01-19,42,42,37.76,LAL,away,GSW,+30,W ,1,29:00,9,12,.750,0,0,,4,8,.500,1,3,4,2,1,4,2,3,22,19.2,
1985-01-22,43,43,37.77,LAL,home,LAC,+9,W ,1,31:00,8,14,.571,0,0,,7,8,.875,3,5,8,2,4,0,1,3,23,22.8,
1985-01-25,44,44,37.78,LAL,home,PHI,+5,W ,1,41:00,9,19,.474,0,0,,5,7,.714,1,8,9,1,1,4,4,5,23,14.1,
1985-01-26,45,45,37.78,LAL,away,UTA,-13,L ,1,39:00,9,13,.692,0,0,,1,2,.500,2,4,6,4,0,1,5,1,19,13.8,
1985-01-29,46,46,37.79,LAL,away,POR,+16,W ,1,36:00,11,15,.733,0,0,,7,7,1.000,4,9,13,5,1,0,3,5,29,27.9,
1985-01-30,47,47,37.79,LAL,home,HOU,-3,L ,1,39:00,14,20,.700,0,0,,6,6,1.000,2,7,9,4,3,2,2,4,34,32.7,
1985-02-01,48,48,37.8,LAL,home,NYK,+1,W ,1,41:00,11,23,.478,0,0,,4,12,.333,5,8,13,3,0,2,4,2,26,15.7,
1985-02-02,49,49,37.8,LAL,away,LAC,+9,W ,1,36:00,6,17,.353,0,0,,4,6,.667,4,10,14,4,0,4,2,3,16,13.9,
1985-02-03,50,50,37.8,LAL,home,IND,+22,W ,1,31:00,8,13,.615,0,0,,1,2,.500,1,4,5,6,0,5,0,3,17,19.1,
1985-02-05,51,51,37.81,LAL,away,HOU,+9,W ,1,41:00,16,29,.552,0,0,,8,9,.889,2,6,8,3,1,0,2,1,40,29.6,
1985-02-12,52,52,37.83,LAL,home,LAC,+11,W ,1,26:00,10,14,.714,0,0,,2,5,.400,4,3,7,2,0,2,2,0,22,19.5,
1985-02-15,53,53,37.84,LAL,home,ATL,+9,W ,1,36:00,5,10,.500,0,0,,3,6,.500,0,4,4,2,1,2,2,2,13,9.0,
1985-02-17,54,54,37.84,LAL,home,BOS,+6,W ,1,40:00,7,14,.500,0,0,,6,10,.600,0,4,4,5,1,1,5,4,20,11.2,
1985-02-19,55,55,37.85,LAL,away,CHI,+10,W ,1,40:00,11,17,.647,0,0,,5,9,.556,1,8,9,6,1,3,2,4,27,24.7,
1985-02-21,56,56,37.85,LAL,away,KCK,+6,W ,1,35:00,7,12,.583,0,0,,9,10,.900,3,2,5,1,0,4,2,2,23,20.4,
1985-02-22,57,57,37.85,LAL,away,IND,-9,L ,1,31:00,10,14,.714,0,0,,8,15,.533,0,7,7,1,0,3,4,6,28,17.9,
1985-02-24,58,58,37.86,LAL,away,NYK,+5,W ,1,35:00,16,22,.727,0,0,,7,10,.700,4,6,10,3,1,1,2,5,39,33.2,
1985-02-26,59,59,37.87,LAL,home,HOU,+6,W ,1,33:00,8,16,.500,0,0,,3,4,.750,3,5,8,4,1,3,4,5,19,14.1,
1985-02-28,60,60,37.87,LAL,away,PHO,-12,L ,1,27:00,5,15,.333,0,0,,3,5,.600,2,2,4,2,2,1,1,3,13,7.6,
1985-03-02,61,61,37.88,LAL,away,DAL,+19,W ,1,30:00,11,17,.647,0,0,,3,3,1.000,2,10,12,2,2,4,3,1,25,24.7,
1985-03-06,62,62,37.89,LAL,home,GSW,+26,W ,1,29:00,10,14,.714,0,0,,3,7,.429,1,4,5,2,1,3,1,1,23,20.6,
1985-03-09,63,63,37.9,LAL,home,CLE,+27,W ,1,25:00,8,10,.800,0,0,,0,0,,1,8,9,1,1,4,1,4,16,17.2,
1985-03-12,64,64,37.9,LAL,home,UTA,+15,W ,1,29:00,5,6,.833,0,0,,0,0,,1,6,7,1,2,4,1,3,10,13.6,
1985-03-13,65,65,37.91,LAL,away,UTA,+15,W ,1,36:00,9,16,.563,0,0,,9,13,.692,3,7,10,3,2,0,4,4,27,20.5,
1985-03-15,66,66,37.91,LAL,home,SAS,+1,W ,1,29:00,7,12,.583,0,0,,2,2,1.000,2,4,6,3,0,1,2,4,16,12.2,
1985-03-16,67,67,37.92,LAL,away,LAC,+11,W ,1,29:00,6,10,.600,0,0,,4,5,.800,0,9,9,2,0,0,1,4,16,12.5,
1985-03-19,68,68,37.92,LAL,away,PHO,+18,W ,1,34:00,12,17,.706,0,0,,2,3,.667,2,6,8,1,0,2,2,3,26,20.6,
1985-03-22,69,69,37.93,LAL,away,HOU,+23,W ,1,36:00,13,17,.765,0,0,,4,4,1.000,2,6,8,6,0,2,5,2,30,26.3,
1985-03-24,70,70,37.94,LAL,home,DET,+18,W ,1,33:00,15,19,.789,0,0,,0,2,.000,1,4,5,5,0,2,1,3,30,26.5,
1985-03-26,71,71,37.94,LAL,away,POR,-3,L ,1,39:00,6,16,.375,0,0,,4,6,.667,1,6,7,4,0,0,5,5,16,4.7,
1985-03-27,72,72,37.95,LAL,away,SEA,+25,W ,1,28:00,9,12,.750,0,0,,3,5,.600,1,5,6,2,1,0,1,3,21,17.8,
1985-03-29,73,73,37.95,LAL,home,DAL,+5,W ,1,37:00,10,17,.588,0,0,,2,2,1.000,2,6,8,2,1,3,4,3,22,16.6,
1985-03-31,74,74,37.96,LAL,home,PHO,+25,W ,1,26:00,9,14,.643,0,0,,2,3,.667,1,4,5,4,3,1,2,1,20,19.4,
1985-04-02,75,75,37.96,LAL,away,DEN,+14,W ,1,35:00,9,17,.529,0,0,,2,2,1.000,2,11,13,3,1,1,1,2,20,18.4,
1985-04-05,76,76,37.97,LAL,home,KCK,+7,W ,1,30:00,9,13,.692,0,0,,2,3,.667,1,4,5,4,2,1,1,2,20,19.7,
1985-04-07,77,77,37.98,LAL,home,POR,+2,W ,1,32:00,8,14,.571,0,0,,5,6,.833,2,6,8,4,0,3,3,6,21,16.7,
1985-04-09,78,78,37.98,LAL,home,DEN,+29,W ,1,23:00,5,8,.625,0,0,,2,2,1.000,0,6,6,1,0,2,1,0,12,11.3,
1985-04-11,79,79,37.99,LAL,away,GSW,+7,W ,1,32:00,7,14,.500,0,0,,2,2,1.000,0,5,5,5,0,2,3,4,16,10.8,
1989-04-27,1,1,42.3,LAL,home,POR,+20,W ,1,26:00,4,11,.364,0,0,,3,7,.429,0,8,8,1,0,1,2,4,11,3.5,
1989-04-30,2,2,42.4,LAL,home,POR,+8,W ,1,29:00,6,10,.600,0,0,,1,2,.500,0,4,4,0,2,2,2,4,13,9.0,
1989-05-03,3,3,42.5,LAL,away,POR,+8,W ,1,29:00,9,17,.529,0,0,,4,8,.500,2,4,6,0,0,0,1,0,22,13.7,
1989-05-07,4,4,42.6,LAL,home,SEA,+11,W ,1,28:00,8,14,.571,0,0,,0,0,,0,0,0,1,0,1,1,2,16,9.0,
1989-05-10,5,5,42.7,LAL,home,SEA,+22,W ,1,19:00,3,5,.600,0,0,,4,4,1.000,1,4,5,1,0,0,0,4,10,8.7,
1989-05-12,6,6,42.7,LAL,away,SEA,+5,W ,1,21:00,2,3,.667,0,0,,4,4,1.000,0,1,1,2,0,0,1,2,8,6.6,
1989-05-14,7,7,42.8,LAL,away,SEA,+2,W ,1,22:00,3,11,.273,0,0,,0,0,,3,4,7,4,0,2,3,3,6,2.8,
1989-05-20,8,8,42.9,LAL,home,PHO,+8,W ,1,17:00,3,5,.600,0,0,,0,0,,0,1,1,2,0,0,1,3,6,3.2,
1989-05-23,9,9,42.1,LAL,home,PHO,+6,W ,1,21:00,3,5,.600,0,0,,2,2,1.000,0,0,0,0,0,1,2,4,8,2.8,
1989-05-26,10,10,42.11,LAL,away,PHO,+3,W ,1,25:00,6,14,.429,0,0,,3,4,.750,2,2,4,1,1,1,0,1,15,11.2,
1989-05-28,11,11,42.12,LAL,away,PHO,+5,W ,1,10:00,1,6,.167,0,0,,0,0,,0,3,3,0,0,0,1,5,2,-3.9,
1989-06-06,12,12,42.14,LAL,away,DET,-12,L ,1,14:00,4,7,.571,0,0,,0,0,,0,2,2,0,1,0,1,4,8,3.7,
1989-06-08,13,13,42.15,LAL,away,DET,-3,L ,1,28:00,4,12,.333,0,0,,3,4,.750,1,1,2,2,0,1,3,3,11,2.7,
1989-06-11,14,14,42.15,LAL,home,DET,-4,L ,1,33:00,10,19,.526,0,0,,4,4,1.000,3,10,13,2,1,0,2,1,24,19.8,
1989-06-13,15,15,42.16,LAL,home,DET,-8,L ,1,29:00,2,8,.250,0,0,,3,4,.750,1,2,3,3,0,2,2,3,7,3.4,
1973-03-30,1,1,25.95,MIL,home,GSW,+20,W ,,45:00,10,24,.417,,,,2,2,1.000,,,24,1,,,,4,22,,
1973-04-01,2,2,25.96,MIL,home,GSW,-3,L ,,48:00,12,20,.600,,,,2,5,.400,,,15,3,,,,5,26,,
1973-04-05,3,3,25.97,MIL,away,GSW,+20,W ,,45:00,8,24,.333,,,,2,4,.500,,,18,2,,,,5,18,,
1973-04-07,4,4,25.98,MIL,away,GSW,-5,L ,,44:00,8,19,.421,,,,9,10,.900,,,14,5,,,,4,25,,
1973-04-10,5,5,25.98,MIL,home,GSW,-3,L ,,48:00,8,24,.333,,,,3,10,.300,,,12,4,,,,3,19,,
1973-04-13,6,6,25.99,MIL,away,GSW,-14,L ,,46:00,13,27,.481,,,,1,4,.250,,,14,2,,,,5,27,,
1982-04-27,1,1,35.3,LAL,home,PHO,+19,W ,1,27:00,4,7,.571,0,0,,3,6,.500,2,7,9,2,1,4,7,4,11,6.6,
1982-04-28,2,2,35.3,LAL,home,PHO,+19,W ,1,37:00,11,21,.524,0,0,,2,2,1.000,3,4,7,6,1,4,1,1,24,23.6,
1982-04-30,3,3,35.4,LAL,away,PHO,+8,W ,1,37:00,10,22,.455,0,0,,2,5,.400,1,4,5,3,0,4,3,3,22,12.0,
1982-05-02,4,4,35.4,LAL,away,PHO,+5,W ,1,39:00,10,19,.526,0,0,,4,4,1.000,7,6,13,6,2,2,4,3,24,23.8,
1982-05-09,5,5,35.6,LAL,home,SAS,+11,W ,1,38:00,13,23,.565,0,0,,6,7,.857,,,10,6,,5,3,2,32,,
1982-05-11,6,6,35.7,LAL,home,SAS,+9,W ,1,32:00,7,16,.438,0,0,,2,2,1.000,,,10,2,,5,5,5,16,,
1982-05-14,7,7,35.8,LAL,away,SAS,+10,W ,1,36:00,9,16,.563,0,0,,8,10,.800,,,10,1,,,,4,26,,
1982-05-15,8,8,35.8,LAL,away,SAS,+5,W ,1,35:00,8,16,.500,0,0,,6,10,.600,,,9,2,,,1,2,22,,
1982-05-27,9,9,35.11,LAL,away,PHI,+7,W ,1,38:00,10,19,.526,0,0,,3,5,.600,3,4,7,5,1,4,0,4,23,21.9,
1982-05-30,10,10,35.12,LAL,away,PHI,-16,L ,1,41:00,7,14,.500,0,0,,9,13,.692,3,4,7,2,2,4,1,3,23,21.7,
1982-06-01,11,11,35.13,LAL,home,PHI,+21,W ,1,28:00,7,12,.583,0,0,,2,6,.333,0,6,6,2,1,2,3,3,16,10.2,
1982-06-03,12,12,35.13,LAL,home,PHI,+10,W ,1,38:00,10,17,.588,0,0,,2,6,.333,3,8,11,6,3,3,5,2,22,20.5,
1982-06-06,13,13,35.14,LAL,away,PHI,-33,L ,1,28:00,3,6,.500,0,0,,0,2,.000,1,3,4,4,0,1,2,5,6,3.3,
1982-06-08,14,14,35.15,LAL,home,PHI,+10,W ,1,39:00,6,13,.462,0,0,,6,9,.667,3,8,11,4,1,5,5,4,18,15.3,
1977-04-20,1,1,30.1,LAL,home,GSW,+9,W ,,41:00,10,19,.526,,,,7,12,.583,,,16,7,,3,,4,27,,
1977-04-22,2,2,30.2,LAL,home,GSW,+9,W ,,40:00,18,28,.643,,,,4,6,.667,,,19,3,,9,,4,40,,
1977-04-24,3,3,30.2,LAL,away,GSW,-4,L ,,42:00,12,20,.600,,,,4,7,.571,,,14,7,,3,,3,28,,
1977-04-26,4,4,30.3,LAL,away,GSW,-11,L ,,39:00,15,23,.652,,,,11,16,.688,,,18,3,,2,,3,41,,
1977-04-29,5,5,30.4,LAL,home,GSW,+7,W ,,44:00,16,28,.571,,,,13,18,.722,,,18,3,,3,,4,45,,
1977-05-01,6,6,30.4,LAL,away,GSW,-9,L ,,41:00,17,25,.680,,,,9,11,.818,,,20,3,,4,,5,43,,
1977-05-04,7,7,30.5,LAL,home,GSW,+13,W ,,47:00,14,25,.560,,,,8,10,.800,8,18,26,4,5,1,,5,36,,
1977-05-06,8,8,30.5,LAL,home,POR,-12,L ,1,43:00,11,19,.579,,,,8,9,.889,3,7,10,5,1,0,,4,30,,
1977-05-08,9,9,30.6,LAL,home,POR,-2,L ,1,43:00,17,23,.739,,,,6,9,.667,3,14,17,1,1,3,,3,40,,
1977-05-10,10,10,30.7,LAL,away,POR,-5,L ,1,45:00,5,12,.417,,,,11,13,.846,5,15,20,7,1,8,,2,21,,
1977-05-13,11,11,30.7,LAL,away,POR,-4,L ,1,42:00,12,20,.600,,,,6,9,.667,4,13,17,2,2,4,,5,30,,
1983-04-24,1,1,36.2,LAL,home,POR,+21,W ,1,34:00,11,15,.733,0,0,,10,11,.909,0,6,6,0,1,6,5,5,32,25.5,
1983-04-26,2,2,36.3,LAL,home,POR,+6,W ,1,44:00,15,20,.750,0,0,,7,8,.875,2,4,6,7,1,3,5,2,37,33.4,
1983-04-29,3,3,36.4,LAL,away,POR,+6,W ,1,44:00,11,24,.458,0,0,,8,13,.615,3,5,8,4,0,4,3,5,30,19.8,
1983-05-01,4,4,36.4,LAL,away,POR,-13,L ,1,39:00,13,19,.684,0,0,,8,11,.727,3,6,9,3,2,8,1,2,34,36.5,
1983-05-03,5,5,36.5,LAL,home,POR,+8,W ,1,32:00,9,17,.529,0,0,,3,4,.750,0,11,11,4,1,4,1,3,21,20.0,
1983-05-08,6,6,36.6,LAL,home,SAS,+12,W ,1,44:00,13,25,.520,0,0,,4,7,.571,1,7,8,2,2,3,3,3,30,20.6,
1983-05-10,7,7,36.7,LAL,home,SAS,-9,L ,1,42:00,9,16,.563,0,0,,1,2,.500,1,3,4,2,3,4,2,6,19,15.4,
1983-05-13,8,8,36.7,LAL,away,SAS,+13,W ,1,38:00,11,20,.550,0,1,.000,3,4,.750,,,10,2,0,3,4,3,25,,
1983-05-15,9,9,36.8,LAL,away,SAS,+8,W ,1,35:00,10,19,.526,0,0,,6,6,1.000,3,3,6,1,1,2,1,5,26,19.8,
1983-05-18,10,10,36.9,LAL,home,SAS,-5,L ,1,37:00,12,19,.632,0,0,,6,9,.667,,,7,1,1,5,7,5,30,,
1983-05-20,11,11,36.9,LAL,away,SAS,+1,W ,1,44:00,12,26,.462,0,0,,4,5,.800,,,10,4,2,4,4,4,28,,
1983-05-22,12,12,36.1,LAL,away,PHI,-6,L ,1,39:00,8,15,.533,0,0,,4,6,.667,1,3,4,3,0,3,1,4,20,15.1,
1983-05-26,13,13,36.11,LAL,away,PHI,-10,L ,1,34:00,11,17,.647,0,0,,1,2,.500,0,4,4,3,1,3,3,5,23,16.5,
1983-05-29,14,14,36.12,LAL,home,PHI,-17,L ,1,42:00,8,20,.400,0,0,,7,8,.875,4,11,15,3,1,2,4,4,23,16.8,
1983-05-31,15,15,36.12,LAL,home,PHI,-7,L ,1,40:00,10,15,.667,0,0,,8,10,.800,0,7,7,3,1,1,6,5,28,18.6,
1978-04-12,1,1,30.99,LAL,away,SEA,-12,L ,,43:00,12,21,.571,,,,2,3,.667,,,12,4,0,2,4,5,26,,
1978-04-14,2,2,30.99,LAL,home,SEA,+6,W ,,43:00,11,24,.458,,,,2,2,1.000,,,18,4,1,7,5,6,24,,
1978-04-16,3,3,31.0,LAL,away,SEA,-9,L ,,48:00,15,28,.536,,,,1,4,.250,,,11,3,1,3,5,3,31,,
1981-04-01,1,1,33.96,LAL,home,HOU,-4,L ,1,44:00,9,19,.474,0,0,,3,6,.500,4,11,15,7,1,3,3,5,21,19.2,
1981-04-03,2,2,33.96,LAL,away,HOU,+5,W ,,44:00,10,23,.435,0,0,,7,10,.700,,,17,1,,,,4,27,,
1981-04-05,3,3,33.97,LAL,home,HOU,-3,L ,1,46:00,11,23,.478,0,0,,10,12,.833,3,15,18,4,1,4,5,5,32,25.7,
1974-03-29,1,1,26.95,MIL,home,LAL,+4,W ,,48:00,16,32,.500,,,,3,4,.750,,,21,2,4,6,,2,35,,
1974-03-31,2,2,26.96,MIL,home,LAL,+19,W ,,47:00,13,28,.464,,,,6,7,.857,,,25,3,3,2,,3,32,,
1974-04-02,3,3,26.96,MIL,away,LAL,-2,L ,,48:00,12,23,.522,,,,5,7,.714,,,15,4,4,1,,3,29,,
1974-04-04,4,4,26.97,MIL,away,LAL,+22,W ,1,38:00,12,18,.667,,,,7,8,.875,5,11,16,8,0,6,,1,31,,
1974-04-07,5,5,26.98,MIL,home,LAL,+22,W ,,43:00,9,18,.500,,,,3,4,.750,,,13,8,1,1,,3,21,,
1974-04-16,6,6,27.0,MIL,home,CHI,+16,W ,,47:00,11,19,.579,,,,3,4,.750,,,19,2,0,2,,0,25,,
1974-04-18,7,7,27.1,MIL,away,CHI,+2,W ,,48:00,20,29,.690,,,,4,4,1.000,,,21,3,1,3,,3,44,,
1974-04-20,8,8,27.1,MIL,home,CHI,+23,W ,,47:00,16,24,.667,,,,0,1,.000,,,14,6,3,1,,4,32,,
1974-04-22,9,9,27.2,MIL,away,CHI,+16,W ,,47:00,18,26,.692,,,,2,3,.667,,,24,4,0,2,,3,38,,
1974-04-28,10,10,27.3,MIL,home,BOS,-15,L ,1,46:00,14,28,.500,,,,7,9,.778,2,12,14,5,1,3,,1,35,,
1974-04-30,11,11,27.4,MIL,home,BOS,+9,W ,1,53:00,15,31,.484,,,,6,9,.667,6,9,15,6,1,3,,4,36,,
1974-05-03,12,12,27.5,MIL,away,BOS,-12,L ,1,46:00,12,24,.500,,,,2,4,.500,3,7,10,5,1,2,,3,26,,
1974-05-05,13,13,27.5,MIL,away,BOS,+8,W ,1,48:00,14,24,.583,,,,6,7,.857,3,11,14,6,0,3,,2,34,,
1974-05-07,14,14,27.6,MIL,home,BOS,-9,L ,1,48:00,16,31,.516,,,,5,7,.714,3,8,11,6,0,2,,4,37,,
1974-05-10,15,15,27.7,MIL,away,BOS,+1,W ,1,58:00,16,26,.615,,,,2,2,1.000,2,6,8,6,1,2,,4,34,,
1974-05-12,16,16,27.7,MIL,home,BOS,-15,L ,1,46:00,10,21,.476,,,,6,11,.545,3,10,13,4,0,0,,1,26,,
1987-04-23,1,1,40.2,LAL,home,DEN,+33,W ,1,20:00,6,13,.462,0,0,,1,2,.500,2,5,7,3,0,1,1,1,13,10.2,
1987-04-25,2,2,40.2,LAL,home,DEN,+12,W ,1,25:00,8,13,.615,0,0,,12,12,1.000,2,4,6,3,0,4,1,2,28,27.8,
1987-04-29,3,3,40.4,LAL,away,DEN,+37,W ,1,25:00,2,8,.250,0,0,,5,5,1.000,0,6,6,5,1,5,1,3,9,11.8,
1987-05-05,4,4,40.5,LAL,home,GSW,+9,W ,1,30:00,7,11,.636,0,0,,1,1,1.000,3,1,4,3,1,2,0,2,15,16.2,
1987-05-07,5,5,40.6,LAL,home,GSW,+15,W ,1,35:00,10,16,.625,0,0,,5,8,.625,2,6,8,1,1,4,3,3,25,20.1,
1987-05-09,6,6,40.6,LAL,away,GSW,+25,W ,1,19:00,3,8,.375,0,0,,2,2,1.000,1,1,2,3,0,0,0,5,8,4.7,
1987-05-10,7,7,40.7,LAL,away,GSW,-8,L ,1,38:00,8,14,.571,0,0,,11,15,.733,3,5,8,3,0,0,3,4,27,19.9,
1987-05-12,8,8,40.7,LAL,home,GSW,+12,W ,1,26:00,4,8,.500,0,0,,5,6,.833,2,7,9,0,1,2,5,3,13,8.3,
1987-05-16,9,9,40.8,LAL,home,SEA,+5,W ,1,38:00,6,11,.545,0,0,,8,8,1.000,0,6,6,3,0,0,3,1,20,15.2,
1987-05-19,10,10,40.9,LAL,home,SEA,+8,W ,1,33:00,7,13,.538,0,0,,2,2,1.000,5,2,7,3,0,1,6,5,16,8.6,
1987-05-23,11,11,40.1,LAL,away,SEA,+1,W ,1,42:00,9,14,.643,0,0,,10,10,1.000,1,9,10,3,0,0,4,5,28,21.3,
1987-05-25,12,12,40.11,LAL,away,SEA,+31,W ,1,25:00,4,7,.571,0,0,,5,6,.833,3,3,6,1,1,1,3,3,13,10.5,
1987-06-02,13,13,40.13,LAL,home,BOS,+13,W ,1,34:00,5,12,.417,0,0,,4,4,1.000,3,7,10,0,0,4,4,3,14,9.4,
1987-06-04,14,14,40.13,LAL,home,BOS,+19,W ,1,31:00,10,14,.714,0,0,,3,6,.500,1,2,3,3,0,1,1,2,23,18.3,
1987-06-07,15,15,40.14,LAL,away,BOS,-6,L ,1,38:00,9,16,.563,0,0,,9,13,.692,1,6,7,0,1,1,2,5,27,18.0,
1987-06-09,16,16,40.15,LAL,away,BOS,+1,W ,1,36:00,5,17,.294,0,0,,6,10,.600,3,8,11,1,1,1,3,0,16,8.4,
